max_num_seqs,configuration,measurement_count,median_model_tokens_per_second,iqr_model_tokens_per_second,median_milliseconds_per_model_token,throughput_loss_vs_matched_native_fraction,throughput_loss_vs_matched_empty_extension_fraction,median_peak_allocated_gib,median_peak_reserved_gib
1,Matched Native,5,86.27785985854365,0.43544613976264657,11.590459031315149,0.0,0.00832317197455712,76.65801906585693,79.912109375
1,Matched Empty Extension,5,87.00199240344665,0.3585238445834449,11.493989647533454,-0.008393028594940288,0.0,76.65801906585693,79.912109375
1,LMSM-Checkpoint,5,86.4057900987233,0.18792474418053473,11.573298489111039,-0.0014827702076685156,0.006852743118325733,76.65801906585693,79.912109375
1,LMSM-Anytime,5,81.21213194836186,0.9685524121917268,12.313431207985559,0.05871411180675179,0.06654859613140796,76.65801906585693,79.912109375
32,Matched Native,5,2683.699900967392,5.430146382456769,0.3726199041999929,0.0,0.0025590364779732866,76.72075176239014,79.97265625
32,Matched Empty Extension,5,2690.5852066583257,3.3209663522325172,0.37166635627272626,-0.00256560194694333,0.0,76.72075176239014,79.97265625
32,LMSM-Checkpoint,5,2640.606334696149,10.590866077449846,0.37870090170599724,0.01605752053562648,0.01857546523280329,76.72075176239014,79.97265625
32,LMSM-Anytime,5,2257.795583847953,10.232755211714903,0.44290989279716086,0.1587004258434087,0.16085334214257885,76.72075176239014,79.97265625
